path,.,_id,imageUrl,brush,annotation,annotation.0.regionType,annotation.0.id,annotation.0.centerX,annotation.0.centerY,annotation.0.width,annotation.0.height,annotation.0.classification,annotation.0.labels,annotation.0.color
interface,"{""type"":""image_segmentation"",""labels"":[{""id"":""Stop"",""description"":""Stop""},{""id"":""Other"",""description"":""Other""}],""regionTypesAllowed"":[""bounding-box"",""polygon"",""point""],""multipleRegions"":true}",,,,,,,,,,,,,
samples.0,,sn9l4o5ja,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1409.png,complete,,bounding-box,24982496408498456,0.3194444444444444,0.24243826925018686,0.21913580246913583,0.20216049382716048,Stop,,#f44336
samples.1,,snv970o2j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1410.png,complete,,bounding-box,4180133861854125,0.3904320987654321,0.5526234544353721,0.2006172839506173,0.19907407407407407,Stop,,#f44336
samples.2,,siagx3r0u,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1411.png,complete,,bounding-box,7338224287612991,0.5108024691358025,0.29876542974401404,0.1481481481481482,0.1820987654320988,Stop,,#f44336
samples.3,,s86tntkgw,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1412.png,complete,[],,,,,,,,,
samples.4,,s9r0ao82c,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1413.png,complete,,bounding-box,7756348267740898,0.34490740740740744,0.12438271369463132,0.21141975308641975,0.2037037037037037,Stop,,#f44336
samples.5,,s3s5q816w,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1414.png,complete,,bounding-box,07298813483708844,0.41203703703703703,0.5456790099909277,0.2623456790123456,0.2808641975308642,Stop,,#f44336
samples.6,,sda7lxex7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1415.png,complete,,bounding-box,6839130672163873,0.3935185185185185,0.22469135566993997,0.16358024691358025,0.13888888888888887,Stop,,#f44336
samples.7,,si391b73p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1416.png,complete,,bounding-box,41322538394080155,0.43827160493827155,0.4353395038180881,0.16358024691358025,0.1929012345679012,Stop,,#f44336
samples.8,,s5jrjymne,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1417.png,complete,,bounding-box,06518446818523049,0.4305555555555556,0.30339505937364364,0.16049382716049387,0.19135802469135804,Stop,,#f44336
samples.9,,s06bof0pm,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1418.png,complete,[],,,,,,,,,
samples.10,,sj1lkpu3q,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1419.png,complete,,bounding-box,4022458898228487,0.6805555555555556,0.7015432075217918,0.24382716049382713,0.2716049382716049,Stop,,#f44336
samples.11,,shzqedlfe,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1420.png,complete,,bounding-box,1739006335120583,0.4166666666666667,0.3736111087563597,0.2407407407407408,0.24537037037037035,Stop,,#f44336
samples.12,,sgg9oqdc9,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1421.png,complete,,bounding-box,39651342175349935,0.21913580246913578,0.6999999976452487,0.22839506172839505,0.17901234567901236,Stop,,#f44336
samples.13,,scjfj8dnj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1422.png,complete,,bounding-box,7564339383122638,0.4444444444444444,0.5966049359168535,0.191358024691358,0.17592592592592593,Stop,,#f44336
samples.14,,sr8dtyqz6,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1423.png,complete,,bounding-box,8849023440843033,0.6033950617283951,0.44382715813907575,0.19444444444444442,0.1635802469135802,Stop,,#f44336
samples.15,,sst0yw0a5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1424.png,complete,,bounding-box,35920527628925614,0.7731481481481481,0.6174382692501869,0.19753086419753085,0.21450617283950613,Stop,,#f44336
samples.16,,sic5248fd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1425.png,complete,,bounding-box,9725583246089147,0.503858024691358,0.4191358001143844,0.18055555555555552,0.21913580246913578,Stop,,#f44336
samples.17,,sdl6dvydu,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1426.png,complete,,bounding-box,3629946965918116,0.27546296296296297,0.5263888865341375,0.22685185185185186,0.21450617283950618,Stop,,#f44336
samples.18,,syors1vz7,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1427.png,complete,,bounding-box,14661458372516756,0.2021604938271605,0.26944444208969304,0.2623456790123457,0.2716049382716049,Stop,,#f44336
samples.19,,sajpj2ofz,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1428.png,complete,,bounding-box,17700024351106003,0.6049382716049383,0.570370368015619,0.24691358024691362,0.2438271604938272,Stop,,#f44336
samples.20,,s38rujjpj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1429.png,complete,,bounding-box,14161172311129544,0.404320987654321,0.4476851828304338,0.21604938271604945,0.23302469135802473,Stop,,#f44336
samples.21,,syxnbv1k3,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1430.png,complete,,bounding-box,4205670054733921,0.7839506172839507,0.34351851616376716,0.19444444444444442,0.21296296296296297,Stop,,#f44336
samples.22,,su64wgxfo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1431.png,complete,,bounding-box,39297808801968026,0.32407407407407407,0.19074073838598934,0.2870370370370371,0.2932098765432099,Stop,,#f44336
samples.23,,s43auvggt,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1432.png,complete,,bounding-box,10629039906696791,0.6095679012345678,0.4214506149291992,0.22839506172839508,0.20216049382716045,Stop,,#f44336
samples.24,,sa4cvbwqr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1433.png,complete,,bounding-box,9294540335920833,0.3194444444444444,0.33271604702796465,0.23148148148148148,0.24691358024691357,Stop,,#f44336
samples.25,,s7mrb5n3j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1434.png,complete,,bounding-box,8486360035701299,0.5146604938271605,0.5549382692501869,0.18981481481481488,0.21913580246913583,Stop,,#f44336
samples.26,,ss4afq73p,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1435.png,complete,,bounding-box,9771340100076278,0.2808641975308642,0.46851851616376716,0.2777777777777778,0.2345679012345679,Stop,,#f44336
samples.27,,sjfmav1tn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1436.png,complete,,bounding-box,22975511221322775,0.3819444444444444,0.5796296272748782,0.22993827160493824,0.21913580246913583,Stop,,#f44336
samples.28,,su492otfv,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1437.png,complete,,bounding-box,4780199435194412,0.2638888888888889,0.4986111087563597,0.2006172839506173,0.19598765432098758,Stop,,#f44336
samples.29,,skiu57nxh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1438.png,complete,,bounding-box,9921518180285576,0.6790123456790124,0.17376542974401404,0.2098765432098766,0.22530864197530864,Stop,,#f44336
samples.30,,svov6nuha,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1439.png,complete,,bounding-box,7679840563746676,0.20910493827160492,0.357407405052656,0.220679012345679,0.22839506172839505,Stop,,#f44336
samples.31,,sn43m5vtd,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1440.png,complete,,bounding-box,6895663592039574,0.7407407407407407,0.5811728371514214,0.23456790123456794,0.23148148148148145,Stop,,#f44336
samples.32,,sklkwy6rf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1441.png,complete,,bounding-box,6554680837739051,0.8611111111111112,0.386728392706977,0.1913580246913581,0.24691358024691357,Stop,,#f44336
samples.33,,swaierzd8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1442.png,complete,,bounding-box,8864742528523968,0.6496913580246914,0.24938271369463133,0.20679012345679015,0.2376543209876543,Stop,,#f44336
samples.34,,s3tcqkh27,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1443.png,complete,,bounding-box,8540367623216873,0.617283950617284,0.6128086396205572,0.18518518518518523,0.21450617283950624,Stop,,#f44336
samples.35,,sp1ll7tw2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1444.png,complete,,bounding-box,10755034247815942,0.36496913580246915,0.44999999764524856,0.14660493827160492,0.15123456790123452,Stop,,#f44336
samples.36,,sbsdo5x3c,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1445.png,complete,,bounding-box,465196801390519,0.38271604938271603,0.45771604702796465,0.19753086419753085,0.17592592592592599,Stop,,#f44336
samples.37,,sgqib610x,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1446.png,complete,,bounding-box,09468935114938337,0.6751543209876543,0.38287036801561897,0.1929012345679012,0.17746913580246915,Stop,,#f44336
samples.38,,so745i4va,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1447.png,complete,,bounding-box,7263392747365345,0.4027777777777778,0.20848765196623625,0.1388888888888889,0.23611111111111113,Stop,,#f44336
samples.39,,swcrd5me8,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1448.png,complete,,bounding-box,1890439308678169,0.6859567901234568,0.6907407383859894,0.16203703703703698,0.20679012345679015,Stop,,#f44336
samples.40,,sryx97xj5,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1449.png,complete,,bounding-box,21566065078493035,0.3580246913580247,0.17762345443537206,0.16049382716049382,0.24537037037037038,Stop,,#f44336
samples.41,,s8lvmxo9j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1450.png,complete,,bounding-box,16280350899343743,0.27391975308641975,0.3388888865341375,0.22685185185185186,0.2160493827160494,Stop,,#f44336
samples.42,,sv1vjxlsn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1451.png,complete,,bounding-box,865987075165537,0.26774691358024694,0.2709876519662363,0.23919753086419754,0.25617283950617287,Stop,,#f44336
samples.43,,sl2a5cehi,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1452.png,complete,,bounding-box,5859383685525521,0.27314814814814814,0.6382716025835202,0.17592592592592593,0.22839506172839508,Stop,,#f44336
samples.44,,sn0xs46at,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1453.png,complete,,bounding-box,25662365189758063,0.7121913580246914,0.3720678988798165,0.18672839506172845,0.2021604938271605,Stop,,#f44336
samples.45,,stq82cu6j,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1454.png,complete,,bounding-box,8906890501517495,0.30092592592592593,0.27175925690450786,0.1820987654320988,0.220679012345679,Stop,,#f44336
samples.46,,s6mjia0ro,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1455.png,complete,,bounding-box,1482899966169713,0.4645061728395061,0.453086417398335,0.16358024691358025,0.15123456790123452,Stop,,#f44336
samples.47,,scixnp35k,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1456.png,complete,,bounding-box,8850871214315921,0.21219135802469136,0.19999999764524862,0.22376543209876543,0.22530864197530864,Stop,,#f44336
samples.48,,sin7f2wcq,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1457.png,complete,,bounding-box,4808510796312506,0.35108024691358025,0.511728392706977,0.17129629629629628,0.15740740740740744,Stop,,#f44336
samples.49,,s83tmo7bf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1458.png,complete,,bounding-box,047160952230682396,0.33796296296296297,0.26635802233660666,0.20679012345679015,0.2469135802469136,Stop,,#f44336
samples.50,,surode0jh,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1459.png,complete,,bounding-box,1609198127494995,0.6450617283950617,0.15524691122549553,0.21604938271604934,0.2777777777777778,Stop,,#f44336
samples.51,,syrr4c2uo,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1460.png,complete,,bounding-box,6427225534793013,0.5671296296296297,0.4700617260403103,0.1589506172839506,0.16666666666666663,Stop,,#f44336
samples.52,,sma9974jr,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1461.png,complete,,bounding-box,18188407891821812,0.7507716049382716,0.19382715813907575,0.22685185185185175,0.25,Stop,,#f44336
samples.53,,s4waimmvl,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1462.png,complete,,bounding-box,11587847623835401,0.47685185185185186,0.28641975073166837,0.20679012345679015,0.27469135802469136,Stop,,#f44336
samples.54,,sg5n387bn,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1463.png,complete,,bounding-box,7285826640839692,0.39814814814814814,0.32037036801561897,0.16666666666666663,0.2006172839506173,Stop,,#f44336
samples.55,,s501042sf,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1464.png,complete,,bounding-box,012261537306339054,0.5092592592592593,0.4415123433242609,0.14197530864197533,0.19290123456790126,Stop,,#f44336
samples.56,,sz2hd4wo2,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1465.png,complete,,bounding-box,5944499871378504,0.5424382716049383,0.4608024667810511,0.20524691358024688,0.1790123456790123,Stop,,#f44336
samples.57,,s25fhhkoj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1466.png,complete,,bounding-box,16559682236997997,0.7229938271604939,0.46311728159586585,0.2021604938271605,0.22376543209876537,Stop,,#f44336
samples.58,,slqxz3unb,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1467.png,complete,,bounding-box,22595060552105983,0.5300925925925926,0.7455246890032733,0.23302469135802467,0.3287037037037037,Stop,,#f44336
samples.59,,suzbgu28o,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1922.png,complete,,bounding-box,2689921515717222,0.3395061728395061,0.22006172604031032,0.18518518518518517,0.2222222222222222,Stop,,#f44336
samples.60,,s2yc4r0md,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1923.png,complete,,bounding-box,002244311686978806,0.3842592592592593,0.541049380361298,0.18209876543209874,0.20370370370370372,Stop,,#f44336
samples.61,,styg7eifj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1924.png,complete,,bounding-box,03932693262377174,0.537037037037037,0.3111111087563597,0.12345679012345678,0.1697530864197531,Stop,,#f44336
samples.62,,sdj8qx8tp,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1925.png,complete,[],,,,,,,,,
samples.63,,skk298dkj,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1926.png,complete,,bounding-box,9343782390472481,0.33641975308641975,0.12592592357117452,0.2222222222222222,0.21296296296296297,Stop,,#f44336
samples.64,,sv86um4j1,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1927.png,complete,,bounding-box,24992813853579854,0.4027777777777778,0.5379629606082116,0.25,0.27777777777777773,Stop,,#f44336
samples.65,,syxslq63m,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1928.png,complete,,bounding-box,470698088166299,0.42978395061728397,0.22006172604031032,0.15895061728395066,0.1358024691358025,Stop,,#f44336
samples.66,,sgjc6r085,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1929.png,complete,,bounding-box,6389018905760471,0.4506172839506173,0.42453703468228565,0.154320987654321,0.1743827160493827,Stop,,#f44336
samples.67,,skkrp6k6s,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1930.png,complete,,bounding-box,18672619835138526,0.4058641975308642,0.3219135778921622,0.16049382716049382,0.17901234567901236,Stop,,#f44336
samples.68,,subr6c33e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1931.png,complete,,bounding-box,36904866338056364,0.5270061728395061,0.3520061704847548,0.16512345679012352,0.18981481481481483,Stop,,#f44336
samples.69,,ssmab9gta,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1932.png,complete,,bounding-box,5644905179681154,0.6882716049382716,0.6938271581390758,0.23456790123456794,0.2685185185185185,Stop,,#f44336
samples.70,,sql0otjpl,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1933.png,complete,,bounding-box,48560671872265737,0.4220679012345679,0.3720678988798165,0.25462962962962965,0.24228395061728392,Stop,,#f44336
samples.71,,s5r3xvilx,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1934.png,complete,,bounding-box,9747489910222729,0.2060185185185185,0.6645061704847548,0.20833333333333331,0.17901234567901236,Stop,,#f44336
samples.72,,sinkgx1ht,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1935.png,complete,,bounding-box,06859707681073357,0.4375,0.6004629606082116,0.183641975308642,0.1651234567901234,Stop,,#f44336
samples.73,,st5act3yx,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1936.png,complete,,bounding-box,6784194210247225,0.6203703703703703,0.44459876307734736,0.20679012345679015,0.1743827160493827,Stop,,#f44336
samples.74,,s3f33mfks,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1937.png,complete,,bounding-box,7305774593923731,0.7623456790123457,0.6290123433242609,0.25,0.2314814814814815,Stop,,#f44336
samples.75,,s5yunnf2e,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1938.png,complete,,bounding-box,9627062082213871,0.46064814814814814,0.4361111087563597,0.22685185185185186,0.22222222222222215,Stop,,#f44336
samples.76,,swc4s929d,file://D:\Documents\UofT\Deep learning\Project\APS360_Traffic_Sign_Recognition\To push\AugData\Stop\img1939.png,complete,,bounding-box,9841233770293403,0.2839506172839506,0.4754629606082116,0.24691358024691357,0.24845679012345673,Stop,,#f44336
